Point;LatLng
3326;37.6175154,55.5756257
3327;54.1243617,54.1001022
3332;43.9519779,56.3393870
3334;39.4345872,47.0943160
3335;40.9959661,57.0112695
3336;39.7065230,47.2953460
3337;37.5915078,55.7940546
3339;37.5915078,55.7940546
3341;30.3453867,59.9875212
3342;37.6173000,55.7558260
3343;47.1915103,56.1482554
3345;60.6860779,55.7696792
3347;47.1915103,56.1482554
3348;30.4381670,59.9717820
3349;39.8955879,59.2602730
3353;39.3869215,47.0882357
3354;37.9097269,59.0983430
3355;37.4962170,55.8200560
3356;40.9796870,57.7733330
3357;60.0848595,59.9372795
3358;43.9441431,56.2278679
3359;43.8707095,56.3530334
3360;28.3005130,57.8345490
3361;28.3005130,57.8345490
3362;66.9236840,48.0195730
3363;37.7856820,55.6651648
3364;28.3371312,57.8098690
3367;37.5760110,55.5285069
3369;86.0623044,55.3450231
3370;36.6263850,50.5904590
3372;30.3453867,59.9875212
3373;38.763427,55.103549
3375;65.5894550,57.1236170
3376;37.5915078,55.7940546
3377;37.5829132,55.8627430
3378;34.1113601,44.9411845
3379;60.8160700,56.7553810
3380;60.5864162,56.9664827
3381;113.5382210,52.0303670
3385;43.8660190,56.2463150
3386;44.0768891,56.2941819
3387;44.0000490,56.2908270
3388;43.8539910,56.3481400
3389;43.8708935,56.3058814
3390;47.2759727,56.1095125
3391;41.9972965,55.5915267
3392;61.3676396,55.2322956
3393;43.9226999,56.2796398
3394;43.9929460,56.2387210
3395;43.8655370,56.2370320
3396;43.8769880,56.2660740
3397;61.9222979,56.4253389
3398;39.8625850,59.2110750
3399;44.4792011,48.7538497
3400;29.4722662,59.4444768
1558;37.9126780,59.0978740
1560;40.9807300,57.7411820
1561;132.9429434,48.7875614
1562;39.7587450,54.6377730
1563;60.6971520,56.8245870
1564;60.697205,56.824582
1565;38.9784270,46.0600480
1566;20.4898040,54.7382840
1569;65.4794260,57.1635970
1570;60.6057025,56.8389261
1571;51.8469974,55.6131960
1576;60.6971520,56.8245870
1577;45.9219600,51.4875244
1579;31.9893545,54.8118985
1580;60.6971520,56.8245870
1584;40.6242940,64.5344850
1586;60.6233736,56.8164291
1587;39.8844708,57.6260744
1588;40.9711896,56.9466747
1589;56.2172790,57.9564120
1590;26.0653090,53.1319946
1591;39.0964606,45.0378233
1593;40.9679840,57.0267940
1595;39.8929140,57.5984860
1596;43.4351804,56.2440992
1597;43.4392581,56.2447869
1598;43.8223580,56.3462090
1600;61.3722894,55.1492512
1605;36.8660656,55.9230933
1615;60.6541355,56.7827356
1620;30.3778540,59.9239600
1621;60.7543988,56.0571732
1622;60.5885410,56.8230400
1623;37.9065439,59.1280990
1625;41.3226311,56.3567690
1631;25.2681960,54.6906689
1632;37.9091811,59.1323330
1633;39.7015050,47.2357137
1634;40.3668800,57.0301008
1635;-122.846712,49.227025
1636;34.3731280,53.2831050
1639;34.2849980,54.0541910
1641;30.3648450,59.9973880
1642;42.7246414,62.8507204
1643;30.4459604,59.8422208
1644;30.4337990,59.8399340
1647;30.4071150,59.9956960
1648;30.2467320,59.9505070
1649;30.3480243,59.9885053
1650;30.1909690,59.8245980
1651;30.2979143,60.0263493
1652;30.5009440,59.9376328
1653;30.3386495,59.9028725
1654;54.2888670,56.0872813
1657;60.0820740,57.2159860
1658;68.2846070,58.2296470
1659;30.4296640,59.8293370
1660;30.4303760,59.8422970
1661;40.5130630,56.8549110
1662;60.5899410,56.8957630
1664;38.8851780,56.7535618
1665;39.8217570,57.6588300
5606;92.9016910,56.0654650
5607;38.5111034,59.2373103
5610;30.3355410,60.0300990
5611;37.6184915,54.2048360
5613;40.9812030,57.0161020
5616;38.8813905,54.7716472
5619;37.7509972,55.8930592
5620;39.8458654,57.6585089
5621;42.7211627,62.8523001
5622;37.7341160,55.8797750
5623;37.9220240,59.1380530
5624;40.2173443,47.6727494
5625;40.3448459,56.1188980
5627;34.1537049,44.9570333
5628;37.5840286,55.4279600
5629;38.9923862,55.8105336
5634;40.9419203,57.0463648
5635;47.2848829,56.1425290
5636;40.9781280,56.9812160
5638;30.4728654,59.8578783
5639;37.5313000,55.8548520
5640;43.8803290,56.2928030
5641;30.8457420,59.5514720
5643;43.8803290,56.2928030
5644;95.7208031,56.1766552
5646;38.8388633,57.8991523
5647;40.2136327,47.6761887
5648;30.4823500,59.9455000
5649;39.2438223,55.9508722
5650;73.3242362,54.9884804
5651;40.3922700,56.1477370
5652;-80.7821270,8.5379810
5653;30.8652090,59.5410310
5654;38.8116968,58.0574860
5657;39.8823546,57.5846907
5658;35.9304050,56.8739430
5659;18.0455025,48.8961013
5660;24.9667600,45.9431610
5661;-9.1522768,38.7567621
5666;37.5959524,55.5813257
5667;39.8064250,57.6308060
5668;95.1104176,64.2479758
5671;31.2692140,58.5600950
5672;30.2809732,59.9631215
5673;30.3840580,59.8825250
5674;65.3784790,55.4471580
5675;30.3615350,59.9848540
5676;30.1668350,59.8064050
5680;38.8916902,56.7460499
5683;37.3741569,55.7260170
5686;45.9608032,51.5923654
5687;52.2613248,52.7732825
5688;55.9438932,53.6554353
5689;36.9978250,56.1780733
5690;37.0154220,56.2216707
5691;37.0154220,56.2216707
5692;39.6115520,47.2348120
5694;-81.4982003,27.6696839
5695;30.3350986,59.9342802
5701;76.9856815,43.3662057
5712;76.9669262,43.3424620
5713;39.6043970,47.2410650
5714;-86.6297231,36.1069737
5717;30.4582600,59.9541400
5718;38.0185118,55.9109382
5720;39.8430463,57.6661868
5721;39.8055340,57.6604150
5723;85.1331626,52.5101943
5725;84.9924506,56.5010397
5726;36.0177910,55.4965930
5727;37.9717070,59.1301400
5728;51.0392320,56.2391634
5730;39.8234939,59.2034980
5732;38.4133569,55.4719640
5735;76.5433724,60.9431185
5736;30.4663049,59.8385943
5739;30.4480551,59.9527071
5742;21.8243120,39.0742080
5743;30.3818104,59.8820204
5746;34.3613537,61.7930269
5747;30.3766394,59.8820790
5752;39.8844708,57.6260744
5753;39.9194868,57.6430717
5754;39.6147200,47.2417990
5756;37.9091811,59.1323330
5757;37.8644078,55.7747553
5762;39.8718450,57.5973210
5763;37.6173000,55.7558260
5764;38.1342868,58.9058778
5765;36.5359369,50.5685800
5766;37.5622200,55.4736620
5768;30.4968150,59.7475720
5769;30.4480551,59.9527071
5770;39.8055340,57.6604150
5771;56.1800710,57.9595680
5774;30.7035749,61.7037390
5776;39.7015050,47.2357137
5782;36.7885558,56.7084844
5783;104.3050183,52.2869741
5784;40.9698928,57.7774816
5785;39.8562720,47.2772090
5786;30.6879017,61.7045424
5787;33.2972674,54.9220600
5788;104.3000540,52.2974550
5789;30.2726314,59.9087514
5793;40.3175143,58.4207811
5794;38.8402061,58.0521754
5798;50.1517805,53.2248865
5800;39.8844708,57.6260744
5801;83.7697832,53.3547792
5803;39.5954490,47.2430637
5804;-81.4982003,27.6696839
5805;41.9241226,57.2200465
5808;37.6173000,55.7558260
5809;55.9720554,54.7387621
5810;39.8234939,59.2034980
5813;38.1685423,54.8296264
5178;30.3398800,59.9885320
5179;38.6815131,55.3238424
5181;30.3342100,60.0301510
5183;135.0979495,48.4522286
5184;43.8997030,56.3167070
5185;30.2953550,59.9617940
5186;30.3350986,59.9342802
5187;30.3350986,59.9342802
5188;30.3816819,59.8812714
5191;71.3607100,42.8749754
5192;47.2517750,56.1013940
5193;39.8768940,57.6011330
5196;38.7655974,58.0475647
3401;59.9906096,57.9257045
3402;41.0784495,56.9338742
3403;127.4801721,54.6035065
3405;34.1312520,44.9592489
3412;38.2074410,55.8658450
3416;38.8233031,55.0783929
3417;37.5112300,55.6362210
3422;61.3060440,55.1491750
3423;31.2713964,58.5569028
3427;42.0621818,55.5473050
3428;30.3567833,59.8538295
3429;37.6186293,55.4492519
3430;32.0503663,54.7903112
3431;135.0662599,48.5027313
3434;43.8207260,55.3828660
3435;43.8207260,55.3828660
3436;43.8143804,55.3825915
3438;28.6114930,59.3713350
3439;42.0165852,55.5673975
3440;65.5250172,57.1612975
3441;37.3750162,55.7249108
3444;28.3344734,57.8166994
3445;43.9360589,56.2965039
3446;65.5929249,57.1256580
3448;60.5790010,56.8031370
3449;61.4368431,55.1644419
3451;39.0899710,45.0272364
3452;60.3610267,54.9757431
3453;58.1580695,54.9268335
3454;28.8519199,61.1175899
3455;30.3350986,59.9342802
3461;3.172715,50.619250
3463;39.3900802,57.1838907
3464;30.3350986,59.9342802
3465;23.8812750,55.1694380
3467;35.9386316,56.0195843
3471;60.5271260,56.8885760
3472;60.6211380,56.8771670
3473;60.5620081,56.8463016
3474;60.5864140,56.8449730
3475;40.5679857,64.5692451
3476;40.5679857,64.5692451
3481;40.5167008,64.5697859
3482;40.5508260,64.5523230
3483;40.5973704,64.5330944
3484;42.1069019,61.0660054
3486;41.3753233,56.8348773
3487;39.8206210,57.6620690
3488;61.3540400,55.1790920
3489;8.206836,44.897957
3491;30.4500165,59.8849942
3492;37.4828983,55.1519823
3493;30.3692550,59.9761290
3494;40.5688683,64.5651807
3495;30.4531600,59.8450800
3496;30.4998240,59.9358500
3497;30.2659690,59.8922510
3498;30.3393040,59.8815740
3499;30.3624590,60.0596670
3501;39.6056931,47.2442065
3502;40.9938416,57.7154845
3503;60.6633860,56.8419280
3504;73.4820800,61.2422730
3505;39.8014960,57.6608470
3507;40.9782370,57.7963840
3509;61.4186930,55.1879910
3510;40.9807300,57.7411820
3511;30.2075855,60.5430763
3513;40.3941683,56.1691665
3515;60.6057025,56.8389261
3519;40.5773582,57.4572354
3521;60.6594012,56.8179157
3522;27.6194626,53.8721032
3523;27.6969909,53.4718561
3524;40.4520979,56.1725588
3529;40.9286325,57.0087108
3530;30.6115492,64.5950323
3531;30.4284950,59.8789988
3532;30.6228150,59.7390690
3533;30.3378210,59.8331200
3534;30.2846839,59.9117222
3535;30.4354340,60.0190010
3536;32.2934760,59.9259410
3537;31.6707023,59.1241131
3538;31.0012210,59.8835080
3539;31.2420950,58.5244250
3540;27.5615244,53.9045398
3541;32.6807882,55.0637559
3542;40.3747470,56.1563690
3543;30.3865950,59.8868160
3546;37.4933326,55.8905704
3547;39.9194868,57.6430717
3548;37.6173000,55.7558260
3549;39.9738155,57.6393582
3551;60.5718488,59.6149728
1733;40.3976900,56.1696560
1734;40.4560780,56.1540090
1735;2.683024,50.512780
1737;30.3595284,59.9409576
1738;40.4560780,56.1540090
1739;41.3126400,56.3551860
1741;37.8972140,59.1246030
1742;31.8182548,54.7878920
1746;60.6057025,56.8389261
1749;49.0252560,55.8264710
1750;43.8620374,56.2974044
1751;34.4414458,53.2222381
1753;38.257039,55.557643
1754;32.0253010,54.7954290
1755;39.8844708,57.6260744
1757;39.6690150,47.2020450
1760;37.6324337,54.1686747
1761;39.8434570,59.2089170
1762;47.6223892,42.8736331
1763;47.6223892,42.8736331
1764;53.2578514,56.8283161
1765;49.6252983,58.5896806
4933;135.0526019,48.4918560
4934;39.8120030,57.5939920
4935;39.8844708,57.6260744
4938;33.9187107,58.3900217
4939;30.3985047,59.9029820
4940;30.4015670,60.0716960
4941;63.2885983,55.2357203
4942;31.6810188,59.1227667
4943;37.3725916,45.2745533
4944;37.6173000,55.7558260
4945;37.5500510,55.8589670
4946;37.5303530,55.3623990
4948;30.3350986,59.9342802
4949;41.3575340,56.8511341
4951;39.5374926,52.6167744
4953;30.3899753,59.9518789
4954;35.9414850,56.8453460
4956;30.2807197,59.8881959
4957;35.9298069,59.3903010
4958;40.9327240,57.0002740
4961;40.5973704,64.5330944
4963;71.4987742,51.2084554
4964;56.0837120,54.9168807
4965;66.9236840,48.0195730
4966;35.3669551,52.3332892
4967;38.5131978,59.2298232
4968;43.9360589,56.2965039
4972;30.4406600,59.9829240
4973;39.8514080,57.6463382
4974;40.9800132,57.7522613
4975;43.9517250,56.2939840
4976;30.3436620,59.8842730
4979;30.3444060,60.0352920
4980;60.6057025,56.8389261
4981;41.0543052,56.9463212
4983;39.4131527,57.1956230
4984;44.5133034,48.7080480
4985;55.1004538,51.7666482
4986;39.2252700,45.2286020
4992;37.8082140,55.9330010
5433;39.9034327,47.8220495
5434;39.7015050,47.2357137
5435;36.7174819,56.3272590
5437;37.6937269,55.7066565
5439;38.9445780,47.2063569
5441;39.2469781,45.2125963
5442;39.8946160,57.5901010
5443;37.3823450,55.8080607
5445;20.5629516,54.7584767
5446;30.1468745,59.9927910
5447;30.1511660,59.9935180
5449;41.7363716,57.0949114
5452;38.7084009,56.4060233
5453;38.7000137,56.4045989
5454;30.3840580,59.8825250
5456;24.7941387,59.0074488
5457;-3.4359730,55.3780510
5458;37.6173000,55.7558260
5459;49.6381139,58.5521380
5460;36.5982621,50.5997134
5464;36.0377147,52.9426548
5466;40.9766453,57.0050671
5467;30.5651100,59.7508190
5468;33.0803430,68.9510990
5469;39.7361466,47.2757005
5470;-9.2589420,38.7829260
5471;49.0959790,55.8240410
5473;30.4968150,59.7475720
5474;24.6031890,56.8796350
5475;38.6769772,55.7779484
5477;43.5046680,56.2429210
5478;38.0036210,56.0833383
5482;107.6516730,51.8394010
5484;20.5509980,54.7101150
5485;37.7371020,55.7798040
5487;43.4057137,56.2393995
5490;30.5793400,59.7528120
5491;39.6950510,47.2145750
5492;39.6950510,47.2145750
5493;39.7476700,47.1489930
5494;30.4968150,59.7475720
5496;34.2700450,53.3082950
5497;36.5692085,50.5525291
5498;38.6864510,55.7772870
5499;30.4968150,59.7475720
5505;38.8567449,58.0386610
5509;40.4297120,56.1112520
5512;27.5758009,54.1935457
5513;40.9698928,57.7774816
5514;66.9236840,48.0195730
5515;30.3568285,59.9922955
5516;37.3772110,55.7255400
5518;35.3393376,54.1033433
5521;30.5009890,59.9262640
5522;39.6327023,47.1918333
5523;39.8978052,59.2180665
5524;37.4140950,55.8294590
5525;30.1668350,59.8064050
5527;44.0257850,56.3086980
5528;38.7326594,55.1205065
5529;38.1563076,56.2941502
5532;40.9768740,57.7427000
5533;30.3785062,59.8706350
5537;40.9839392,57.0054260
5539;55.9438932,53.6554353
5541;38.2917651,55.3403960
5544;64.0479073,51.5077096
5546;40.9547349,57.0122147
5547;42.0980506,51.3694333
5549;38.8388633,57.8991523
5551;37.3910080,55.8991900
5553;57.1669780,50.2839339
5555;37.3598916,56.8603977
5556;37.6883319,55.7078487
5557;37.5280695,56.7247972
5558;36.1730817,51.6996306
5560;38.8439890,58.0464990
5563;30.2360388,55.1944288
5565;38.8647440,56.7528000
5566;39.8844708,57.6260744
5569;30.3840580,59.8825250
5570;38.5729473,56.3691157
5571;29.1015170,59.8871260
5572;35.9425334,56.8448285
5573;37.8689373,55.9754782
5574;49.0660806,55.8304307
5576;38.1191850,56.2949700
5577;32.2904998,59.9283483
5578;38.2457323,55.5817372
5579;30.3350986,59.9342802
5582;37.7487290,55.7206570
5584;39.8160759,59.2039740
5585;35.8704807,56.8490879
5586;41.3117504,56.3574923
5587;37.8744810,59.1294030
5589;40.5303795,56.8434717
5590;49.1919414,55.8172816
5591;30.4267500,60.0329820
5592;40.9743850,56.9638540
5594;40.4238110,56.1495060
5595;51.3865431,51.2278210
5596;37.4117161,59.1179315
4994;29.0952882,59.8816242
4996;39.4131527,57.1956230
4997;49.6667983,58.6035321
4998;39.8844708,57.6260744
4999;30.4729900,59.9685480
5000;20.5672062,54.7492068
5002;30.4468090,59.8587810
5003;41.7293164,57.1039446
5004;39.8228000,47.2716000
5005;37.9291835,53.9229748
5006;30.2798119,59.9416923
5007;39.9334350,57.6515690
5008;30.3967070,59.8833140
5009;30.2473960,59.8847188
5012;35.8766060,56.8621000
5014;43.9972738,56.3310385
5015;37.6353466,54.1593417
5016;37.6173000,55.7558260
5017;30.3120162,59.9275552
5019;40.3790830,56.1507340
5020;34.1311380,44.9592490
5022;59.7700453,58.2835921
5024;43.9972738,56.3310385
5025;39.8227981,57.6735819
5027;38.0694956,55.6100586
5028;39.9341063,47.7560583
5038;37.6173000,55.7558260
5039;40.3580500,56.1510560
5041;36.2934500,54.5563010
5043;76.8512485,43.2220146
5045;36.7272160,55.3796480
5046;37.5241810,55.7673680
5047;3.5890566,47.8035420
5049;41.0012868,56.9884314
5051;66.9236840,48.0195730
5052;43.9970930,56.2365440
5053;43.8699110,56.3496670
5054;2.0671507,41.3667533
5055;35.5078073,56.0356220
5056;35.5269263,56.0360243
5058;39.0472312,55.3798178
5059;39.8844708,57.6260744
5060;75.4477605,63.1841959
5061;38.0929850,45.2610122
5062;38.1063970,45.2412530
5063;30.4800400,59.8433030
5064;41.3750855,56.8517601
5065;39.6115520,47.2348120
5066;30.3824250,59.9950320
5067;38.2094730,45.3442440
5068;41.6616845,47.2773542
5070;39.4319800,47.1056170
5071;73.3242362,54.9884804
5072;38.0442592,59.1943654
5074;38.2097795,55.5560604
5075;43.8299175,55.3964609
5076;39.8844708,57.6260744
5077;48.3837914,54.3181598
5079;37.9097269,59.0983430
5080;83.7697832,53.3547792
5081;15.8711864,49.2204294
5082;56.1439526,54.4629406
5083;40.3423140,56.1220762
5084;43.9517250,56.2939840
5087;30.3718305,59.9364103
5088;60.6057025,56.8389261
5089;39.1653735,51.6821704
5090;42.0159540,55.5843064
5091;43.2922840,54.9407660
5092;43.9690490,56.2554010
5094;25.290978,54.716658
5095;38.9667902,55.8034354
5096;37.6139080,55.4170820
5097;37.6281809,55.4450945
5098;39.8311976,57.5605534
5102;39.8320443,47.2762701
5104;47.2008610,56.1475920
5105;30.4632790,59.6815240
5106;32.0584360,54.7958890
5107;30.4050283,59.7082418
5108;56.0456103,54.7642544
5109;37.8237416,55.6385073
5111;39.6794042,56.5005833
5112;43.8144850,55.4086890
5113;44.1978564,45.3770883
5114;39.7920690,57.6837940
5115;40.5743551,57.4664679
5118;49.1324220,55.8262760
5119;49.2037760,55.8079900
5121;35.9403462,56.8414939
5122;49.1317670,55.8263480
5123;45.0224997,53.2293812
5124;49.1605078,55.7548132
5125;24.0689784,56.9358257
5126;39.7015050,47.2357137
5127;60.8886706,55.4862364
5128;8.4671214,55.6627227
5129;40.9647800,56.9657640
5130;39.8472514,57.6639032
5131;39.6127390,47.2358819
5132;39.5893092,47.2406852
5133;39.6757641,47.2830408
5134;85.1472004,52.5072747
5135;40.5996460,64.5366340
5136;39.8311976,57.5605534
5138;38.3457989,57.5313392
5139;30.4284950,59.8789988
5140;30.3350986,59.9342802
5141;60.4950080,56.8200840
5143;30.3350986,59.9342802
5144;30.8896711,59.5403949
5145;39.5108615,57.8640297
5146;39.5102740,57.8643647
5147;30.3350986,59.9342802
5149;36.2591390,51.7405270
5151;30.4480695,59.9527084
5152;38.7655974,58.0475647
5153;-3.7492200,40.4636670
5154;30.3781060,59.8972370
5155;37.8449606,55.7642510
5156;30.2541234,60.0014360
5157;43.9876290,56.2486350
5158;39.8067607,57.6293142
5159;38.9724470,55.7954574
5160;36.7228425,55.1147626
5161;60.6284610,56.7877710
5162;40.5202620,56.8546540
5163;73.4612860,61.2599420
5164;43.2418237,50.0568691
5165;38.7120370,56.3947309
5169;39.7015050,47.2357137
5170;40.9135776,57.7889861
5171;39.4131527,57.1956230
5172;30.3049980,60.0618470
5173;40.1050949,45.8676515
5174;39.2422382,51.6023336
5175;39.8406070,57.6393970
5176;40.2399700,56.0913520
5236;38.4772520,55.8585910
5239;43.8887069,56.3387390
5240;40.9698928,57.7774816
5241;38.0020420,55.5897410
5242;39.8923560,57.5711280
5243;47.8796492,56.6066231
5244;39.8844708,57.6260744
5245;44.1693084,56.1794847
5246;39.8164289,47.2744605
5247;27.5758009,54.1935457
5248;44.0872732,56.3453623
5249;43.4983637,56.6409598
5250;43.1061876,55.9647666
5251;43.3857774,56.6451128
5252;30.4198330,59.9125640
5254;30.5643057,59.9463946
5258;37.4040270,55.8027342
5259;39.1137793,45.0432767
5260;38.1472113,45.2651127
5261;37.3603171,45.2931287
5263;35.9175965,56.8587214
5264;37.8401303,57.2365343
5265;38.8116968,58.0574860
5266;37.8624920,55.9837130
5268;35.2433220,38.9637450
5269;30.6257800,60.0304150
5270;38.1229122,56.2737977
5271;38.9808420,45.0565570
5274;39.8926273,44.7536614
5275;25.4858300,42.7338830
5276;40.5983715,44.9049087
5277;-3.4359730,55.3780510
5280;30.6260540,60.0185300
5281;49.4109560,53.5410150
5282;30.3816819,59.8812714
5283;37.3763414,56.8655250
5284;37.5439220,56.3665440
5285;38.1511740,56.3371310
5286;54.9325597,54.0656752
5287;37.7625465,55.4799597
5289;38.8388633,57.8991523
5290;30.3840580,59.8825250
5291;60.6177431,59.6104645
5292;30.4245350,59.8648350
5293;61.3199944,55.2199308
5295;39.6543073,45.5790083
5296;55.1586090,51.8050690
5298;82.9873940,54.9893720
5299;43.4416639,44.1258769
5300;27.5912672,53.8120897
5301;39.7108350,47.2499067
5302;44.5018318,56.7889481
5306;-106.3467710,56.1303660
5307;34.3275180,53.2229970
5308;30.3343810,60.0301720
5309;49.2910638,53.5797530
5310;50.4725528,53.4183839
5311;49.2910638,53.5797530
5312;36.5982621,50.5997134
5313;42.1671263,55.3339107
5314;42.5272184,55.4162433
5315;50.3021512,53.2573138
5316;66.9236840,48.0195730
5317;20.4902479,54.7374719
5318;52.2914170,55.6718950
5322;43.8896688,56.2871981
5323;36.5982621,50.5997134
5327;36.8905750,55.9056082
5328;36.2142050,55.6918756
5330;50.4725528,53.4183839
5331;30.4480695,59.9527084
5332;33.4376160,44.5470325
5333;38.8425228,47.2243001
5334;48.2546370,54.2580000
5335;73.4993602,54.9392564
5336;30.4523509,59.9525492
5337;39.5844936,47.2399622
5338;36.0993227,53.0065160
5339;49.4198344,53.5086002
5340;30.4500165,59.8849942
5341;30.6435397,60.0284319
5347;37.6173000,55.7558260
5348;44.0617096,56.3070297
5350;35.5176854,56.0354052
5351;30.3840580,59.8825250
5352;30.4893480,59.9353640
5356;50.7263945,55.1802364
5358;30.3350986,59.9342802
5359;41.9507779,45.1296022
5361;32.0151880,59.4460543
5363;35.9055343,56.8958607
5364;38.8116968,58.0574860
5366;47.9040790,56.6472530
5367;52.3721038,55.7185054
5369;36.7906845,56.7086142
5370;45.7187468,43.4023301
5371;37.4064490,55.8330280
5382;47.8838580,56.6402225
5383;83.7143490,53.3640762
5384;83.7143490,53.3640762
5386;30.1341099,61.0390194
5388;37.9843371,55.9187743
5389;37.9164310,55.9645780
5390;34.3174384,55.2161203
5391;49.4198344,53.5086002
5393;39.8593590,57.6307820
5394;37.7397890,55.6068500
5400;36.8652700,55.9044500
5401;41.4257818,52.7365543
5404;39.6139536,47.2222361
5405;39.6139536,47.2222361
5411;37.9722269,55.8293420
5412;66.8806922,25.0305877
5413;37.2021514,55.9871526
5414;37.2241972,55.7759694
5415;37.2412156,55.7980077
5416;37.3361010,56.8809886
5417;30.5848790,59.7487830
5422;33.5253670,44.6166500
5423;36.2850973,54.5518584
5424;43.8902875,56.3460915
5425;39.8721790,57.6381730
5426;39.8164289,47.2744605
5427;37.6185301,55.4492328
5431;37.6185301,55.4492328
3171;30.4267240,59.8285620
3172;37.6173000,55.7558260
3173;38.7891649,58.0402310
3174;30.3654951,60.0001113
3176;37.6173000,55.7558260
3177;39.9040824,44.7734215
3178;10.4515260,51.1656910
3179;37.6173000,55.7558260
3180;35.2433220,38.9637450
3182;30.2330716,59.8494995
3184;30.4642360,59.9558710
3185;37.8374060,55.6251480
3186;37.7377101,55.5952228
3187;29.961319,40.743394
3188;73.3242362,54.9884804
3189;37.3658506,55.7235397
3190;37.3658506,55.7235397
3191;30.8408445,59.5602693
3193;37.7230360,55.9295980
3194;60.6110344,56.7827555
3195;37.5356180,56.3511060
3196;37.7223077,55.9298296
3203;60.6326960,56.7990120
3204;30.4716810,59.7638370
3205;39.0150860,45.0787962
3206;48.0599345,46.3588045
3207;32.0341083,59.4510630
3208;38.6864510,55.7772870
3209;50.8339029,61.6478508
3211;37.9166890,59.1503350
3212;44.0053015,56.2371430
3213;27.1428260,38.4237340
4874;38.8815970,58.0381060
4875;29.183586,40.909557
4876;30.3378478,59.8751370
4877;55.0985170,51.6903181
4878;56.2638140,57.9665850
4879;36.0586110,55.5012220
4880;45.9406279,51.5941098
4881;58.4835240,51.2166020
4882;55.0964869,51.7318564
4883;46.0259645,51.5753749
4884;93.0157170,56.0822360
4885;46.0531130,51.5558040
4886;39.0643813,46.5379844
4887;30.3350986,59.9342802
4888;37.6290199,55.5937420
4889;28.742740,40.977359
4890;32.839291,39.948836
4891;32.505137,37.901135
4892;63.6342650,56.0882558
4893;63.6342650,56.0882558
4894;33.2976558,54.9107067
4895;37.7346980,55.8875580
4896;30.3350986,59.9342802
4897;38.7143410,56.3995280
4898;38.7310875,56.3917230
4900;29.8586591,58.7505888
4901;29.8415442,58.7273796
4902;52.3721038,55.7185054
4903;39.8570370,59.2199840
4904;37.3772010,55.7246330
4905;39.8784161,57.6483266
4906;37.7623099,55.9202339
4907;38.8676013,47.2416334
4908;37.8042410,48.0177740
4909;37.9091811,59.1323330
4910;30.4058810,59.8978230
4911;32.9042571,67.9374403
4912;37.6933249,55.6783230
4913;40.5659301,44.8901493
4915;39.6963590,56.5048044
4918;31.3169415,58.5405183
4920;30.4369489,59.8400577
4922;73.2844590,54.9907580
4923;41.0754286,56.9717224
4924;41.0754286,56.9717224
4925;37.6173000,55.7558260
4926;33.5245173,59.6245911
4927;29.8909250,59.8873700
4928;46.6210384,61.2406778
4929;30.3610894,59.9872514
4930;27.6703522,53.9231041
4932;37.3750162,55.7249108
